Price,Rent,Area,Rooms,Floor,Location,Dealer,Building,Furnished,Dishwasher,Elevator,Balcony,Popularity,Time,Date,Title,Id_number,Link
1 400 zł,420 zł,27 m²,Kawalerka,2,"Wrocław, Dolnośląskie, Stare Miasto",Biuro / Deweloper,Blok,Tak,0,0,0,1290.0,6,8.10.2019,"Długa 38, Stare Miasto, kawalerka, BEZ PROWIZJI",557224229,https://www.olx.pl/oferta/dluga-38-stare-miasto-kawalerka-bez-prowizji-CID3-IDBI3tz.html#38c57a284e
1 900 zł,450 zł,39 m²,2 pokoje,Parter,"Wrocław, Dolnośląskie, Krzyki",Osoby prywatnej,Apartamentowiec,Tak,0,0,0,456.0,2,8.10.2019,Mieszkanie do wynajęcia Ogrody Hallera,560605731,https://www.olx.pl/oferta/mieszkanie-do-wynajecia-ogrody-hallera-CID3-IDBVf9W.html#38c57a284e
3 300 zł,500 zł,51 m²,2 pokoje,2,"Wrocław, Dolnośląskie, Stare Miasto",Biuro / Deweloper,Apartamentowiec,Tak,0,1,0,600.0,13,8.10.2019,Apartament w centrum miasta Wrocławia,550596841,https://www.olx.pl/oferta/apartament-w-centrum-miasta-wroclawia-CID3-IDBgfod.html#99bb4086ba
1 800 zł,250 zł,30 m²,Kawalerka,1,"Wrocław, Dolnośląskie, Stare Miasto",Osoby prywatnej,Apartamentowiec,Tak,0,0,0,324.0,27,8.10.2019,"Kawalerka Św Mikołaja, ciche patio",560594910,https://www.olx.pl/oferta/kawalerka-sw-mikolaja-ciche-patio-CID3-IDBVclo.html#99bb4086ba
2 700 zł,450 zł,62 m²,2 pokoje,Parter,"Wrocław, Dolnośląskie, Śródmieście",Osoby prywatnej,Apartamentowiec,Tak,0,0,0,680.0,13,8.10.2019,"Biskupin, ul. Wiwulskiego",557070311,https://www.olx.pl/oferta/biskupin-ul-wiwulskiego-CID3-IDBHpr1.html#99bb4086ba
2 500 zł,500 zł,50 m²,3 pokoje,8,"Wrocław, Dolnośląskie, Stare Miasto",Osoby prywatnej,Apartamentowiec,Tak,1,0,1,1376.0,22,8.10.2019,"Apartament 3 pokoje ul. Jesionowa, wynajem z miejscem postojowym",559213629,https://www.olx.pl/oferta/apartament-3-pokoje-ul-jesionowa-wynajem-z-miejscem-postojowym-CID3-IDBQp0F.html#99bb4086ba
2 000 zł,550 zł,45 m²,2 pokoje,4,"Wrocław, Dolnośląskie, Krzyki",Osoby prywatnej,Apartamentowiec,Tak,0,0,1,968.0,22,8.10.2019,"NOWE 2 pokojowe mieszkanie z balkonem + parking, Krzyki, ul. Przyjaźni",559213326,https://www.olx.pl/oferta/nowe-2-pokojowe-mieszkanie-z-balkonem-parking-krzyki-ul-przyjazni-CID3-IDBQoWM.html#99bb4086ba
1 000 zł,100 zł,"9,50 m²",3 pokoje,2,"Wrocław, Dolnośląskie, Krzyki",Osoby prywatnej,Blok,Tak,0,0,0,226.0,18,8.10.2019,Pokój do wynajęcia - Rondo / Sky Tower,560593741,https://www.olx.pl/oferta/pokoj-do-wynajecia-rondo-sky-tower-CID3-IDBVc2x.html#99bb4086ba
2 400 zł,2 400 zł,62 m²,2 pokoje,1,"Wrocław, Dolnośląskie, Stare Miasto",Osoby prywatnej,Blok,Tak,1,1,0,174.0,30,7.10.2019,"Mieszkanie 2 pok. do wynajęcia, blisko centrum",560591810,https://www.olx.pl/oferta/mieszkanie-2-pok-do-wynajecia-blisko-centrum-CID3-IDBVbxo.html#99bb4086ba
2 400 zł,390 zł,43 m²,2 pokoje,1,"Wrocław, Dolnośląskie, Śródmieście",Osoby prywatnej,Apartamentowiec,Tak,1,0,1,745.0,+30,7.10.2019,"Mieszkanie 2- pok. 43 m kw., centrum, Środmieście, Nadodrze",557065014,https://www.olx.pl/oferta/mieszkanie-2-pok-43-m-kw-centrum-srodmiescie-nadodrze-CID3-IDBHo3A.html#99bb4086ba
1 700 zł,460 zł,"48,10 m²",2 pokoje,4,"Wrocław, Dolnośląskie, Krzyki",Osoby prywatnej,Blok,Tak,0,0,0,218.0,4,7.10.2019,Mieszkanie 2 pokojowe z kuchnią na ul Drukarskiej,560581656,https://www.olx.pl/oferta/mieszkanie-2-pokojowe-z-kuchnia-na-ul-drukarskiej-CID3-IDBV8TC.html#99bb4086ba
2 100 zł,450 zł,56 m²,2 pokoje,1,"Wrocław, Dolnośląskie, Fabryczna",Osoby prywatnej,Blok,Tak,1,0,1,934.0,30,7.10.2019,Świeżo po remoncie - Mieszkanie 2-pokojowe - Promenady Wrocławskie,556307321,https://www.olx.pl/oferta/swiezo-po-remoncie-mieszkanie-2-pokojowe-promenady-wroclawskie-CID3-IDBEcVJ.html#99bb4086ba
2 400 zł,2 400 zł,54 m²,2 pokoje,3,"Wrocław, Dolnośląskie, Śródmieście",Osoby prywatnej,Blok,Tak,0,0,0,127.0,16,7.10.2019,Wynajem mieszkania dla studenta,560572881,https://www.olx.pl/oferta/wynajem-mieszkania-dla-studenta-CID3-IDBV6C5.html#99bb4086ba
3 200 zł,570 zł,54 m²,2 pokoje,3,"Wrocław, Dolnośląskie, Stare Miasto",Biuro / Deweloper,Apartamentowiec,Tak,0,1,1,476.0,28,7.10.2019,Pierwszy Najem | 2 pokoje | 54 m2 | 900m od Rynku,547839180,https://www.olx.pl/oferta/pierwszy-najem-2-pokoje-54-m2-900m-od-rynku-CID3-IDB4FZO.html#99bb4086ba
1 400 zł,600 zł,48 m²,2 pokoje,4,"Wrocław, Dolnośląskie, Fabryczna",Osoby prywatnej,Blok,Tak,0,1,1,944.0,17,7.10.2019,"Mieszkanie do wynajecia Wrocław-Fabryczna, ul. Drzewieckiego",553725854,https://www.olx.pl/oferta/mieszkanie-do-wynajecia-wroclaw-fabryczna-ul-drzewieckiego-CID3-IDBtnoa.html#99bb4086ba
2 600 zł,400 zł,63 m²,3 pokoje,Parter,"Wrocław, Dolnośląskie, Psie Pole",Osoby prywatnej,Blok,Nie,1,0,0,216.0,26,7.10.2019,Wynajmę mieszkanie (pierwszy najem) + 2 miejsca postojowe,560583870,https://www.olx.pl/oferta/wynajme-mieszkanie-pierwszy-najem-2-miejsca-postojowe-CID3-IDBV9tk.html#99bb4086ba
1 600 zł,400 zł,50 m²,2 pokoje,1,"Wrocław, Dolnośląskie, Fabryczna",Osoby prywatnej,Blok,Tak,1,0,0,653.0,16,7.10.2019,"Ul. Królewiecka, Maślice, 2 pokoje z balkonem",560582398,https://www.olx.pl/oferta/ul-krolewiecka-maslice-2-pokoje-z-balkonem-CID3-IDBV95A.html#99bb4086ba
1 800 zł,550 zł,"48,50 m²",2 pokoje,Parter,"Wrocław, Dolnośląskie, Fabryczna",Osoby prywatnej,Blok,Tak,1,0,1,933.0,8,7.10.2019,Wynajmę apartament 2-pokojowy z kuchnią Maślice Potokowa,560581824,https://www.olx.pl/oferta/wynajme-apartament-2-pokojowy-z-kuchnia-maslice-potokowa-CID3-IDBV8Vk.html#99bb4086ba
2 250 zł,350 zł,"45,50 m²",3 pokoje,1,"Wrocław, Dolnośląskie, Stare Miasto",Osoby prywatnej,Blok,Tak,0,0,1,232.0,8,7.10.2019,"Ścisłe centrum (Nożownicza), mieszkanie 2 pokoje plus salon z kuchnią",560581745,https://www.olx.pl/oferta/scisle-centrum-nozownicza-mieszkanie-2-pokoje-plus-salon-z-kuchnia-CID3-IDBV8W3.html#99bb4086ba
3 000 zł,300 zł,83 m²,3 pokoje,1,"Wrocław, Dolnośląskie, Śródmieście",Osoby prywatnej,Blok,Tak,0,0,1,807.0,30,7.10.2019,"Mieszkanie 3 pokoje, Śródmieście, Jaracza, Pl. Grunwaldz. z parkingiem",546073485,https://www.olx.pl/oferta/mieszkanie-3-pokoje-srodmiescie-jaracza-pl-grunwaldz-z-parkingiem-CID3-IDAXgER.html#99bb4086ba
2 350 zł,700 zł,63 m²,3 pokoje,6,"Wrocław, Dolnośląskie, Krzyki",Osoby prywatnej,Blok,Tak,1,1,1,235.0,8,7.10.2019,3 Pokojowe mieszkanie/Powstańców Śląskich,560574873,https://www.olx.pl/oferta/3-pokojowe-mieszkanie-powstancow-slaskich-CID3-IDBV78d.html#99bb4086ba
2 200 zł,500 zł,49 m²,2 pokoje,2,"Wrocław, Dolnośląskie, Psie Pole",Osoby prywatnej,Apartamentowiec,Tak,0,0,0,539.0,30,7.10.2019,Mieszkanie Kminkowa Wrocław,559174663,https://www.olx.pl/oferta/mieszkanie-kminkowa-wroclaw-CID3-IDBQeSb.html#99bb4086ba
1 700 zł,350 zł,30 m²,Kawalerka,2,"Wrocław, Dolnośląskie, Śródmieście",Osoby prywatnej,Kamienica,Tak,1,0,0,546.0,8,7.10.2019,Do wynajęcia bardzo ładna kawalerka na Oleśnickiej,558291490,https://www.olx.pl/oferta/do-wynajecia-bardzo-ladna-kawalerka-na-olesnickiej-CID3-IDBMx7s.html#99bb4086ba
2 000 zł,1 zł,70 m²,Kawalerka,1,"Wrocław, Dolnośląskie, Krzyki",Osoby prywatnej,Kamienica,Tak,0,0,1,2571.0,23,7.10.2019,Kawalerka duża dwupoziomowa z balkonem wysoka jasna Sztabowa Krzyki EN,553230481,https://www.olx.pl/oferta/kawalerka-duza-dwupoziomowa-z-balkonem-wysoka-jasna-sztabowa-krzyki-en-CID3-IDBrivh.html#99bb4086ba
1 700 zł,600 zł,40 m²,2 pokoje,Parter,"Wrocław, Dolnośląskie, Krzyki",Osoby prywatnej,Blok,Tak,0,0,0,455.0,28,7.10.2019,"2 pokoje na Wojszycach. Słoneczne, czyste. Bez pośreników",560564349,https://www.olx.pl/oferta/2-pokoje-na-wojszycach-sloneczne-czyste-bez-posrenikow-CID3-IDBV4ot.html#99bb4086ba
2 500 zł,475 zł,50 m²,3 pokoje,3,"Wrocław, Dolnośląskie, Stare Miasto",Biuro / Deweloper,Kamienica,Tak,0,0,0,207.0,0,7.10.2019,JĘCZMIENNA | 3 pokoje | idealne dla 3 osób | kuchnia osobno | 50 m2,553699386,https://www.olx.pl/oferta/jeczmienna-3-pokoje-idealne-dla-3-osob-kuchnia-osobno-50-m2-CID3-IDBtgwg.html#99bb4086ba
2 000 zł,300 zł,38 m²,2 pokoje,4,"Wrocław, Dolnośląskie, Krzyki",Osoby prywatnej,Blok,Tak,0,0,0,149.0,30,7.10.2019,Mieszkanie do wynajęcia,560542626,https://www.olx.pl/oferta/mieszkanie-do-wynajecia-CID3-IDBWYK6.html#c387f75504
1 900 zł,500 zł,50 m²,2 pokoje,Parter,"Wrocław, Dolnośląskie, Psie Pole",Osoby prywatnej,Blok,Tak,1,0,1,1347.0,30,7.10.2019,Mieszkanie do wynajęcia z miejscem parkingowym Wrocław Miłostowska,560551075,https://www.olx.pl/oferta/mieszkanie-do-wynajecia-z-miejscem-parkingowym-wroclaw-milostowska-CID3-IDBV0Vn.html#c387f75504
1 900 zł,300 zł,"33,50 m²",Kawalerka,4,"Wrocław, Dolnośląskie, Stare Miasto",Biuro / Deweloper,Blok,Tak,1,0,0,271.0,+30,7.10.2019,"Ul. Dmowskiego, nowe budownictwo, kawalerka, 34 mkw., od zaraz.",560549423,https://www.olx.pl/oferta/ul-dmowskiego-nowe-budownictwo-kawalerka-34-mkw-od-zaraz-CID3-IDBV0wJ.html#c387f75504
1 650 zł,1 zł,29 m²,2 pokoje,Parter,"Wrocław, Dolnośląskie, Psie Pole",Osoby prywatnej,Dom wolnostojący,Tak,0,0,0,299.0,30,7.10.2019,Mieszkanie z ogrodem,560549443,https://www.olx.pl/oferta/mieszkanie-z-ogrodem-CID3-IDBV0v3.html#c387f75504
1 800 zł,1 zł,36 m²,2 pokoje,3,"Wrocław, Dolnośląskie, Stare Miasto",Osoby prywatnej,Blok,Tak,0,0,1,125.0,9,7.10.2019,Wynajme mieszkanie dwupokojowe we Wrocławiu,560546322,https://www.olx.pl/oferta/wynajme-mieszkanie-dwupokojowe-we-wroclawiu-CID3-IDBWZHI.html#c387f75504
500 zł,250 zł,48 m²,3 pokoje,1,"Wrocław, Dolnośląskie, Fabryczna",Osoby prywatnej,Blok,Nie,0,0,0,1620.0,28,7.10.2019,Mieszkanie do wynajecia,560545270,https://www.olx.pl/oferta/mieszkanie-do-wynajecia-CID3-IDBWZqK.html#c387f75504
2 200 zł,1 000 zł,55 m²,2 pokoje,2,"Wrocław, Dolnośląskie, Stare Miasto",Osoby prywatnej,Apartamentowiec,Tak,0,1,1,1109.0,10,7.10.2019,Apartament przy ul. Dyrekcyjnej! (obok dworca),549349224,https://www.olx.pl/oferta/apartament-przy-ul-dyrekcyjnej-obok-dworca-CID3-IDBb0Pm.html#c387f75504;promoted
1 950 zł,370 zł,60 m²,2 pokoje,1,"Wrocław, Dolnośląskie, Krzyki",Biuro / Deweloper,Blok,Tak,1,0,1,330.0,14,7.10.2019,Sołtysowice ul. Przejazdowa - 2 pokojowe mieszkanie do wynajmu,557092274,https://www.olx.pl/oferta/soltysowice-ul-przejazdowa-2-pokojowe-mieszkanie-do-wynajmu-CID3-IDBHw9g.html#c387f75504
2 500 zł,218 zł,54 m²,2 pokoje,1,"Wrocław, Dolnośląskie, Krzyki",Biuro / Deweloper,Pozostałe,Tak,1,1,0,256.0,12,7.10.2019,2 pokojowe z kominkiem / ogródek / Al. Kasztanowa,554301114,https://www.olx.pl/oferta/2-pokojowe-z-kominkiem-ogrodek-al-kasztanowa-CID3-IDBwN2y.html#c387f75504
1 750 zł,366 zł,50 m²,2 pokoje,2,"Wrocław, Dolnośląskie, Krzyki",Osoby prywatnej,Blok,Tak,0,0,0,469.0,28,7.10.2019,Mieszkanie 2 pokoje Czerniawska bezpośrednio od właściciela,560525049,https://www.olx.pl/oferta/mieszkanie-2-pokoje-czerniawska-bezposrednio-od-wlasciciela-CID3-IDBWUaB.html#c387f75504
1 600 zł,250 zł,20 m²,Kawalerka,2,"Wrocław, Dolnośląskie, Krzyki",Osoby prywatnej,Blok,Tak,0,0,0,195.0,28,7.10.2019,Kawalerka Wrocław Krzyki,560517233,https://www.olx.pl/oferta/kawalerka-wroclaw-krzyki-CID3-IDBWS8x.html#c387f75504
1 700 zł,430 zł,43 m²,3 pokoje,3,"Wrocław, Dolnośląskie, Stare Miasto",Osoby prywatnej,Blok,Tak,1,0,0,461.0,17,7.10.2019,Wynajmę mieszkanie 3 pokojowe,560514097,https://www.olx.pl/oferta/wynajme-mieszkanie-3-pokojowe-CID3-IDBWRjX.html#c387f75504
2 500 zł,370 zł,47 m²,2 pokoje,1,"Wrocław, Dolnośląskie, Śródmieście",Osoby prywatnej,Apartamentowiec,Tak,0,0,1,1163.0,30,7.10.2019,Nowe dwupokojowe mieszkanie ul.Sienkiewicza,558588467,https://www.olx.pl/oferta/nowe-dwupokojowe-mieszkanie-ul-sienkiewicza-CID3-IDBNMnp.html#c387f75504
2 000 zł,700 zł,60 m²,2 pokoje,1,"Wrocław, Dolnośląskie, Śródmieście",Osoby prywatnej,Kamienica,Tak,0,0,0,1891.0,23,7.10.2019,"Mieszkanie 2 pok. 4 os. do wynajęcia w samym centrum, Blisko Arkad",547406566,https://www.olx.pl/oferta/mieszkanie-2-pok-4-os-do-wynajecia-w-samym-centrum-blisko-arkad-CID3-IDB2Rsa.html#c387f75504
2 700 zł,350 zł,50 m²,3 pokoje,3,"Wrocław, Dolnośląskie, Stare Miasto",Osoby prywatnej,Blok,Tak,0,0,1,412.0,28,7.10.2019,Do wynajęcia mieszkanie,560502028,https://www.olx.pl/oferta/do-wynajecia-mieszkanie-CID3-IDBWObi.html#c387f75504
2 550 zł,700 zł,78 m²,3 pokoje,2,"Wrocław, Dolnośląskie, Krzyki",Biuro / Deweloper,Blok,Nie,1,0,1,136.0,30,7.10.2019,Krzyki ul. Rymarska,560499467,https://www.olx.pl/oferta/krzyki-ul-rymarska-CID3-IDBWNwZ.html#c387f75504
1 600 zł,600 zł,36 m²,2 pokoje,10,"Wrocław, Dolnośląskie, Śródmieście",Osoby prywatnej,Blok,Tak,0,0,0,1028.0,14,7.10.2019,Mieszkanie na Manhattanie,557262905,https://www.olx.pl/oferta/mieszkanie-na-manhattanie-CID3-IDBIdxn.html#c387f75504
1 450 zł,450 zł,30 m²,Kawalerka,2,"Wrocław, Dolnośląskie, Krzyki",Osoby prywatnej,Blok,Tak,0,0,0,2826.0,10,7.10.2019,Kawalerka mieszkanie na wynajem Wroclaw Krzyki Gaj ul. Srebrnogórska,550713886,https://www.olx.pl/oferta/kawalerka-mieszkanie-na-wynajem-wroclaw-krzyki-gaj-ul-srebrnogorska-CID3-IDBgJQ2.html#c387f75504
1 400 zł,350 zł,28 m²,Kawalerka,Parter,"Wrocław, Dolnośląskie, Fabryczna",Osoby prywatnej,Dom wolnostojący,Tak,0,0,0,1289.0,10,7.10.2019,Kawaerka Wrocław 1400 zł,560497297,https://www.olx.pl/oferta/kawaerka-wroclaw-1400-zl-CID3-IDBWMVZ.html#c387f75504
2 900 zł,500 zł,72 m²,3 pokoje,4,"Wrocław, Dolnośląskie, Stare Miasto",Biuro / Deweloper,Apartamentowiec,Tak,1,1,1,548.0,18,7.10.2019,Piękny apartament 3-pok | Balkon | Garaż | Centrum,551371407,https://www.olx.pl/oferta/piekny-apartament-3-pok-balkon-garaz-centrum-CID3-IDBjuTd.html#c387f75504
1 800 zł,600 zł,51 m²,2 pokoje,1,"Wrocław, Dolnośląskie, Fabryczna",Osoby prywatnej,Blok,Tak,1,0,1,174.0,+30,7.10.2019,2 pokojowe mieszkanie na ul. Skrzydlatej,560489029,https://www.olx.pl/oferta/2-pokojowe-mieszkanie-na-ul-skrzydlatej-CID3-IDBWKND.html#c387f75504
2 200 zł,650 zł,54 m²,2 pokoje,6,"Wrocław, Dolnośląskie, Śródmieście",Biuro / Deweloper,Blok,Tak,0,0,0,284.0,15,7.10.2019,"Plac Grunwaldzki super lokalizacja, dla studentów i nie tylko",560486473,https://www.olx.pl/oferta/plac-grunwaldzki-super-lokalizacja-dla-studentow-i-nie-tylko-CID3-IDBWK8p.html#c387f75504
1 800 zł,500 zł,32 m²,Kawalerka,3,"Wrocław, Dolnośląskie, Stare Miasto",Biuro / Deweloper,Apartamentowiec,Tak,0,0,0,325.0,+30,7.10.2019,Mieszkanie z garażem w Centrum Wrocławia | Ul. Jagiełły,560482187,https://www.olx.pl/oferta/mieszkanie-z-garazem-w-centrum-wroclawia-ul-jagielly-CID3-IDBWJ1h.html#c387f75504
2 300 zł,1 zł,32 m²,Kawalerka,1,"Wrocław, Dolnośląskie, Stare Miasto",Osoby prywatnej,Pozostałe,Tak,0,1,0,372.0,28,7.10.2019,Kawalerka Wrocław ul. Odrzańska 2300 w tym opłaty,553338590,https://www.olx.pl/oferta/kawalerka-wroclaw-ul-odrzanska-2300-w-tym-oplaty-CID3-IDBrKDY.html#b647a5293b
2 000 zł,320 zł,41 m²,2 pokoje,1,"Wrocław, Dolnośląskie, Krzyki",Osoby prywatnej,Blok,Tak,1,0,0,522.0,28,7.10.2019,Nowoczesne mieszkanie Zwycięska,560453597,https://www.olx.pl/oferta/nowoczesne-mieszkanie-zwycieska-CID3-IDBWBA9.html#b647a5293b
2 300 zł,500 zł,40 m²,2 pokoje,5,"Wrocław, Dolnośląskie, Krzyki",Osoby prywatnej,Blok,Tak,1,1,0,2328.0,14,7.10.2019,"2 pokojowe mieszkanie w centrum, ul. Zielińskiego Wrocław",530857213,https://www.olx.pl/oferta/2-pokojowe-mieszkanie-w-centrum-ul-zielinskiego-wroclaw-CID3-IDzWqd7.html#b647a5293b
1 700 zł,190 zł,44 m²,2 pokoje,3,"Wrocław, Dolnośląskie, Psie Pole",Biuro / Deweloper,Blok,Tak,0,1,0,577.0,8,7.10.2019,"2pok. nowe bud. 2100zł bez dod. opłat, ul. Waniliowa, duży taras!",554309367,https://www.olx.pl/oferta/2pok-nowe-bud-2100zl-bez-dod-oplat-ul-waniliowa-duzy-taras-CID3-IDBwPbF.html#b647a5293b
1 800 zł,400 zł,55 m²,2 pokoje,7,"Wrocław, Dolnośląskie, Śródmieście",Biuro / Deweloper,Apartamentowiec,Tak,0,0,1,370.0,8,7.10.2019,Nowe budownictwo - Kościuszki/ Prądzyńskiego,508166710,https://www.olx.pl/oferta/nowe-budownictwo-kosciuszki-pradzynskiego-CID3-IDyodng.html#b647a5293b
1 800 zł,450 zł,50 m²,3 pokoje,2,"Wrocław, Dolnośląskie, Krzyki",Biuro / Deweloper,Blok,Tak,0,0,1,306.0,9,7.10.2019,3 pokoje | PEŁEN ROZKŁAD | blisko UE | POWST. ŚLĄSKICH | m.miejskie,560459381,https://www.olx.pl/oferta/3-pokoje-pelen-rozklad-blisko-ue-powst-slaskich-m-miejskie-CID3-IDBWD5r.html#b647a5293b
3 000 zł,450 zł,64 m²,2 pokoje,Parter,"Wrocław, Dolnośląskie, Śródmieście",Biuro / Deweloper,Apartamentowiec,Tak,1,0,0,240.0,21,7.10.2019,2 pokoje w APARTAMENTOWCU | 64 mkw|BISKUPIN/Rezydencja Dąbie | OGRÓDEK,560458476,https://www.olx.pl/oferta/2-pokoje-w-apartamentowcu-64-mkw-biskupin-rezydencja-dabie-ogrodek-CID3-IDBWCQQ.html#b647a5293b
2 500 zł,370 zł,55 m²,2 pokoje,1,"Wrocław, Dolnośląskie, Krzyki",Biuro / Deweloper,Apartamentowiec,Tak,0,1,1,103.0,+30,7.10.2019,"Klasztorna, Krzyki",560457495,https://www.olx.pl/oferta/klasztorna-krzyki-CID3-IDBWCB1.html#b647a5293b
1 600 zł,700 zł,50 m²,2 pokoje,2,"Wrocław, Dolnośląskie, Krzyki",Biuro / Deweloper,Blok,Tak,0,0,1,419.0,30,7.10.2019,2 POKOJE | PEŁEN ROZKŁAD | NOWE BUD. | blisko SKY TOWER | m.miejskie,560458065,https://www.olx.pl/oferta/2-pokoje-pelen-rozklad-nowe-bud-blisko-sky-tower-m-miejskie-CID3-IDBWCKd.html#b647a5293b
2 200 zł,400 zł,48 m²,2 pokoje,1,"Wrocław, Dolnośląskie, Śródmieście",Biuro / Deweloper,Apartamentowiec,Tak,0,0,0,200.0,16,7.10.2019,2 pokoje | BISKUPIN | APARTAMENTOWIEC | blisko Pl.Grunwaldzki,560457569,https://www.olx.pl/oferta/2-pokoje-biskupin-apartamentowiec-blisko-pl-grunwaldzki-CID3-IDBWCCd.html#b647a5293b
1 500 zł,"0,10 zł",45 m²,2 pokoje,Suterena,"Wrocław, Dolnośląskie, Krzyki",Biuro / Deweloper,Dom wolnostojący,Tak,0,0,0,255.0,8,7.10.2019,2 pokoje | KRZYKI / ul. KRZYCKIEJ | PEŁEN ROZKŁAD | już dostępne,560457223,https://www.olx.pl/oferta/2-pokoje-krzyki-ul-krzyckiej-pelen-rozklad-juz-dostepne-CID3-IDBWCvD.html#b647a5293b
2 000 zł,800 zł,46 m²,2 pokoje,2,"Wrocław, Dolnośląskie, Stare Miasto",Osoby prywatnej,Blok,Tak,0,1,1,264.0,+30,7.10.2019,Mieszkanie do wynajęcia,557286301,https://www.olx.pl/oferta/mieszkanie-do-wynajecia-CID3-IDBIjCJ.html#b647a5293b
2 200 zł,600 zł,62 m²,3 pokoje,2,"Wrocław, Dolnośląskie, Śródmieście",Biuro / Deweloper,Blok,Tak,0,0,1,272.0,9,7.10.2019,3 pokoje | PEŁEN ROZKŁAD | 62 mkw | BISKUPIN / blisko PL.GRUNWALDZKI,560456863,https://www.olx.pl/oferta/3-pokoje-pelen-rozklad-62-mkw-biskupin-blisko-pl-grunwaldzki-CID3-IDBWCqP.html#b647a5293b
2 500 zł,315 zł,44 m²,Kawalerka,2,"Wrocław, Dolnośląskie, Krzyki",Biuro / Deweloper,Blok,Tak,1,1,0,308.0,16,7.10.2019,LUKSUSOWA KAWALERKA z ANTRESOLĄ | blisko Sky Tower / Powstańców Śl.,560456549,https://www.olx.pl/oferta/luksusowa-kawalerka-z-antresola-blisko-sky-tower-powstancow-sl-CID3-IDBWClL.html#b647a5293b
1 900 zł,520 zł,48 m²,2 pokoje,4,"Wrocław, Dolnośląskie, Stare Miasto",Biuro / Deweloper,Blok,Tak,0,0,1,724.0,28,7.10.2019,2 POK | 48 m2 | Pl. Strzegomski | Legnicka | OD ZARAZ!,554090344,https://www.olx.pl/oferta/2-pok-48-m2-pl-strzegomski-legnicka-od-zaraz-CID3-IDBuUd2.html#b647a5293b
1 600 zł,300 zł,57 m²,2 pokoje,3,"Wrocław, Dolnośląskie, Śródmieście",Biuro / Deweloper,Kamienica,Tak,0,0,0,463.0,+30,7.10.2019,"2 POK. ROZKŁADOWE, Śródmieście, 57 m2, wyposażone, OD PAŹDZIERNIKA!",554092319,https://www.olx.pl/oferta/2-pok-rozkladowe-srodmiescie-57-m2-wyposazone-od-pazdziernika-CID3-IDBuUIT.html#b647a5293b
1 600 zł,350 zł,35 m²,Kawalerka,Parter,"Wrocław, Dolnośląskie, Fabryczna",Osoby prywatnej,Blok,Tak,0,0,0,348.0,17,7.10.2019,Muchobór Wielki - Kawalerka do wynajęcia bez prowizji,560454665,https://www.olx.pl/oferta/muchobor-wielki-kawalerka-do-wynajecia-bez-prowizji-CID3-IDBWBRn.html#b647a5293b
2 250 zł,300 zł,42 m²,2 pokoje,1,"Wrocław, Dolnośląskie, Stare Miasto",Biuro / Deweloper,Blok,Tak,1,1,1,186.0,+30,7.10.2019,"Ul. Pułaskiego 8, 2 pokoje, od zaraz, balkon, klimatyzacja.",556103971,https://www.olx.pl/oferta/ul-pulaskiego-8-2-pokoje-od-zaraz-balkon-klimatyzacja-CID3-IDBDm2T.html#b647a5293b
1 800 zł,350 zł,25 m²,Kawalerka,Parter,"Wrocław, Dolnośląskie, Stare Miasto",Biuro / Deweloper,Apartamentowiec,Tak,0,0,0,1536.0,+30,7.10.2019,Okazja STUDIO FLAT_ przy ul. Na Grobli,556594243,https://www.olx.pl/oferta/okazja-studio-flat-przy-ul-na-grobli-CID3-IDBFpAw.html#b647a5293b
1 800 zł,500 zł,45 m²,3 pokoje,1,"Wrocław, Dolnośląskie, Stare Miasto",Osoby prywatnej,Blok,Tak,0,0,1,1055.0,17,7.10.2019,Mieszkanie do wynajęcia ul. Stalowa,523946583,https://www.olx.pl/oferta/mieszkanie-do-wynajecia-ul-stalowa-CID3-IDzsqrl.html#b647a5293b
1 450 zł,600 zł,48 m²,2 pokoje,9,"Wrocław, Dolnośląskie, Krzyki",Biuro / Deweloper,Blok,Tak,0,1,1,1127.0,14,7.10.2019,Do wynajęcia mieszkanie 2pok. ul. Borowska,553599544,https://www.olx.pl/oferta/do-wynajecia-mieszkanie-2pok-ul-borowska-CID3-IDBsQvU.html#b647a5293b
2 000 zł,500 zł,63 m²,3 pokoje,Parter,"Wrocław, Dolnośląskie, Fabryczna",Biuro / Deweloper,Blok,Tak,0,0,1,2001.0,+30,7.10.2019,Do wynajęcia mieszkanie 3 pok. ul. Tańskiego,542101296,https://www.olx.pl/oferta/do-wynajecia-mieszkanie-3-pok-ul-tanskiego-CID3-IDAGBji.html#b647a5293b
2 999 zł,500 zł,60 m²,3 pokoje,3,"Wrocław, Dolnośląskie, Psie Pole",Biuro / Deweloper,Blok,Tak,0,0,0,524.0,+30,7.10.2019,"3 pokoje, rozkładowe na Obornickiej",554305561,https://www.olx.pl/oferta/3-pokoje-rozkladowe-na-obornickiej-CID3-IDBwOch.html#b647a5293b
1 700 zł,489 zł,42 m²,2 pokoje,4,"Wrocław, Dolnośląskie, Krzyki",Osoby prywatnej,Blok,Tak,0,0,0,875.0,30,7.10.2019,2 pok. rozkładowe dla max. 4 os. Centrum! 5 min do Uczelni. Borowska,557054255,https://www.olx.pl/oferta/2-pok-rozkladowe-dla-max-4-os-centrum-5-min-do-uczelni-borowska-CID3-IDBHlg3.html#b647a5293b
