,city,job_title,company_name,location,summary,salary
366,Austin,Principal Data Scientist,Cubic Corporation,"Austin, TX",Nothing found,"Plus six years of related experience using data mining, data modeling, data integration, machine learning, statistical modeling, and other data science skills..."
367,Austin,Strategy Associate,National Instruments,"Austin, TX 78759 (Arboretum area)",Nothing found,"For 40 years, has worked with engineers and scientists providing answers to the most challenging questions. Strategy Associate. Why NI?..."
368,Austin,Data Analyst HHS | Dripping Springs Office,"Hospital Housekeeping Systems, LLC","Dripping Springs, TX",Nothing found,Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader....
369,Austin,"Director, Customer Analytics",Texas Capital Bank,"Austin, TX 78701 (Downtown area)",Nothing found,Experience with statistical modeling or working with data scientists preferred. Ability to deliver actionable insights and recommendations by combining data and...
370,Austin,Tech Consulting Senior - Data Scientist,EY,"Austin, TX",Nothing found,"At least five years hands-on experience with data science, big data, and data engineering. Applying data mining and statistical analysis techniques like..."
371,Austin,Principal Data Scientist,Cubic Corporation,"Austin, TX",Nothing found,"Plus six years of related experience using data mining, data modeling, data integration, machine learning, statistical modeling, and other data science skills..."
372,Austin,Technical Writer,Cray,"Austin, TX 78730",Nothing found,"Cray continues to innovate today at the convergence of data and discovery, offering a comprehensive portfolio of supercomputers, high-performance storage, data..."
373,Austin,Data Architect,CDK Global,"Austin, TX 78730",Nothing found,"Design foundational cloud data architecture diagram and data flows. If you are passionate about data and modern BI, have a strong background in data..."
374,Austin,Research Analyst,University of Texas at Austin,"Austin, TX","$42,000 a year","Demonstrated proficiency in data collection, verification, and analysis. Job Posting Title:. Research Analyst. Hiring Department:...."
375,Austin,Senior Data Scientist,Red Ventures,"Austin, TX",Nothing found,"As a Senior Data Scientist, you will own large data science projects/programs by leading a multi-disciplinary team. Data Science at Red Ventures:...."
376,Austin,Geologist,Golder Associates,"Round Rock, TX",Nothing found,Collecting and managing field and analytical data from investigations. Golder has a new opportunity for a Staff Scientist to join our team in a Full-Time...
377,Austin,Tech Consulting Manager - Data Scientist,EY,"Austin, TX",Nothing found,"At least five years hands-on experience with data science, big data, and data engineering. Applying data mining and statistical analysis techniques like..."
378,Austin,Strategy Associate,National instrument,"Austin, TX",Nothing found,"For 40 years, has worked with engineers and scientists providing answers to the most challenging questions. Strategy Associate. Why NI?..."
379,Austin,Sr. Research Scientist,"Amazon.com Services, Inc.","Austin, TX",Nothing found,"As part of the Last Mile Science & Technology organization, you’ll partner closely with other ML and Operations Research scientists as well as scientists from..."
380,Austin,Lead Data Scientist,Clockwork Solutions,"Austin, TX 78746",Nothing found,Leading data cleansing and data analysis processes. Leading statistical analysis of historical input data and simulation output data....
381,Austin,"Scientist II, R&D",Asuragen,"Austin, TX 78744",Nothing found,The Scientist will work within Asuragen’s Product Development team to develop and optimize sample-to-answer workflows for nucleic acid-based tests....
382,Austin,Lead Data Scientist,Clockwork Solutions,"Austin, TX 78746",Nothing found,Leading data cleansing and data analysis processes. Leading statistical analysis of historical input data and simulation output data....
383,Austin,Data Engineer,Babylon Health,"Austin, TX",Nothing found,"The Data Engineer will support our software developers, database architects, data analysts and data scientists on data initiatives and will ensure optimal data..."
384,Austin,Strategy Associate,National Instruments,"Austin, TX 78759 (Arboretum area)",Nothing found,"For 40 years, has worked with engineers and scientists providing answers to the most challenging questions. Strategy Associate. Why NI?..."
385,Austin,Data Systems Engineer,University of Texas at Austin,"Austin, TX","$56,000 a year",Data Systems Engineer. Train and teach potential users or other data scientist and missions about best practices and benefits of data management techniques and...
386,Austin,Implementation Consultant I,CDK Global,"Austin, TX 78730",Nothing found,"From data scientists to sales and client service experts, we’re hiring to support your growth and ours - Green light your career. Accelerate Your Career...."
387,Austin,Data Analyst HHS | Dripping Springs Office,"Hospital Housekeeping Systems, LLC","Dripping Springs, TX",Nothing found,Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader....
388,Austin,Data Architect,Zilliant,"Austin, TX 78701 (Downtown area)",Nothing found,"The successful candidate should be knowledgeable about data modeling, data analysis techniques, data quality, and possess good interpersonal & communication..."
389,Austin,Data Engineer,Pacific Investment Management Company LLC,"Austin, TX",Nothing found,"You will work with software developers, data architects, data analysts, and data scientists to solve complex business problems...."
390,Austin,Strategy Associate,National instrument,"Austin, TX",Nothing found,"For 40 years, has worked with engineers and scientists providing answers to the most challenging questions. Strategy Associate. Why NI?..."
391,Austin,Senior Statistician,Wuxi AppTec,"Austin, TX",Nothing found,Review statistical analysis plans written by other Biostatisticians. Works under close supervision from supervisor or senior personnel....
392,Austin,Senior Software Engineer B2B Connect - Data Product Development,Visa,"Austin, TX",Nothing found,"Analyze and improve the performance, scalability, and high availability of large scale distributed systems and the query processing engine...."
393,Austin,Oracle Data Integration ETL Consultant - Principal Consultant,Oracle,"Austin, TX",Nothing found,Develops and configures detailed solutions for moderately complex projects. Experience with one or more of the following Oracle solutions:....
394,Austin,Level 3 Engineer - AI (Retro Studios),Nintendo of America Inc.,"Austin, TX",Nothing found,"Designs, develops, writes, tests, and implements runtime code in C++. Works with other engineers to formulate solutions to problems that either he or they may..."
395,Austin,AAI – Data Science – Senior Manager,Deloitte,"Austin, TX",Nothing found,"Strong competency for statistical software packages (SAS, SPSS, MATLAB). To make an impact that matters. The job functions include the following:...."
396,Austin,Director Supply Chain Data Analytics and Automation Consulting,DELL,"Austin, TX 78731",Nothing found,We also provide them with unparalleled growth and development opportunities. Exciting internal career opportunities to different roles....
397,Austin,"Quality Systems Project Manager, Community Operations",Facebook,"Austin, TX",Nothing found,"Self-starting, intellectually curious and creative individual comfortable operating in ambiguity. 2+ years of experience working with SQL...."
398,Austin,Supply Chain Data Analytics and Automation Consulting Director,DELL,"Austin, TX 73301 (St Edwards area)",Nothing found,We also provide them with unparalleled growth and development opportunities. Exciting internal career opportunities to different roles....
399,Austin,Program Manager (Statistics),Macmillan Learning,"Austin, TX",Nothing found,Instructors and students use these resources to enrich the learning experience and facilitate the teaching process....
400,Austin,"Director, Data Science & Business Intelligence",BlackLocus,"Austin, TX 78701 (Downtown area)",Nothing found,"Bachelor's degree in a quantitative field, computer science, statistics, operational research, etc. Competitive base and bonus package...."
401,Seattle,"data scientist - Seattle, WA",Starbucks,"Seattle, WA","Similar jobs pay $94,000 - $139,000 a year",This position is part of the Global Payment and Fraud team. This is the business team responsible for Global Payment and Fraud strategy and execution at...
402,Seattle,Data Scientist Intern,"Amazon.com Services, Inc.","Seattle, WA",Nothing found,"Currently pursuing aMaster’s degree in a highly quantitative field (Computer Science, Machine Learning, Operational Research, Statistics, Mathematics, etc.)...."
403,Seattle,"Product Analyst, Data Science",Google,"Seattle, WA","Similar jobs pay $69,000 - $101,000 a year","By applying to this position your application is automatically submitted to the following locations:. Kirkland, WA, USA; Seattle, WA, USA;..."
404,Seattle,Data Scientist,T-Mobile,"Bellevue, WA","Similar jobs pay $70,000 - $103,000 a year",Data Scientist. The Financial Operations Analytics (FOA) team provides consultative analytics and reporting services to multiple teams within the Finance...
405,Seattle,Data Scientist - AMZ3704,"Amazon.com Services, Inc.","Seattle, WA",Nothing found,"Position Requirements:. Master's degree or foreign equivalent in Mathematics, Finance, Economics, Statistics, or a related field and 2 years of experience in..."
406,Seattle,Intern Data Scientist,"ExtraHop Networks, Inc.","Seattle, WA 98101 (Downtown area)","Similar jobs pay $104,000 - $153,000 a year",The ExtraHop platform is a novel approach to processing vast amounts of wire data in real-time. Want to join a collaborative team that builds solutions which...
407,Seattle,"Associate Data Scientist, New Business Lines",Rover,"Seattle, WA","Similar jobs pay $88,000 - $129,000 a year",Who we are:. Rover.com connects pet parents with the world’s largest network of pet sitters and dog walkers. Founded in 2011 on the belief that everyone should...
408,Seattle,Data Scientist,Seattle Cancer Care Alliance,"Seattle, WA","Similar jobs pay $81,000 - $119,000 a year","The Seattle Cancer Care Alliance (SCCA), located in Seattle, Washington, is part of a dynamic collaboration among three organizations known nationally and..."
409,Seattle,Data Scientist - Operations Research,Nordstrom,"Seattle, WA","Similar jobs pay $97,000 - $144,000 a year","Nordstrom is a fashion specialty retailer founded on a simple idea:. Offer each customer the best possible service, quality, value and selection...."
410,Seattle,Data Scientist 2,Microsoft,"Bellevue, WA 98004 (Downtown area)","Similar jobs pay $84,000 - $124,000 a year",The Microsoft Bing for Business Team will leverage the best talent and infrastructure to build an industry-leading Enterprise Search solution that will allow...
411,Seattle,Data Scientist,Seattle Cancer Care Alliance,"Seattle, WA",Nothing found,"Experience with statistical methodologies and machine learning techniques such as:. Proficiency in Python, R or Julia...."
412,Seattle,Data Scientist,Beyondsoft Consulting,"Redmond, WA",Nothing found,Assist in development and deployment of statistical and platform code on high-performance computing systems....
413,Seattle,Data Scientist 2,Microsoft,"Bellevue, WA 98004 (Downtown area)",Nothing found,"Data structures, algorithms, distributed systems. Collaborate with fellow engineers to build demos and apps to showcase these services...."
414,Seattle,"Data Scientist, Zillow Offers",Zillow Group,"Seattle, WA 98101 (Downtown area)",Nothing found,"Science, engineering, economics, finance, statistics, or similar). Our mission is to build the largest, most trusted and vibrant home-related marketplace in the..."
415,Seattle,Data & Applied Scientist 2,Microsoft,"Bellevue, WA 98004 (Downtown area)",Nothing found,3+ years of experience with general purpose programming language (C/C++/C#/Java/Python etc.). You are also expected to have good engineer knowledge and skills...
416,Seattle,AI Data Scientist,Grab Taxi,"Bellevue, WA",Nothing found,"Or Master’s in Computer Science, Electrical/Computer Engineering, or related technical disciplines. Drive product improvements and roll-out of new features...."
417,Seattle,Data Coordinator Trainee,Fred Hutchinson Cancer Research Center,"Seattle, WA 98109 (Westlake area)",Nothing found,"Interpret, classify, and report on experimental, molecular, and pathologic test results from patient transcripts...."
418,Seattle,"data scientist, Supply Chain - Seattle, WA",Starbucks,"Seattle, WA",Nothing found,Determines analytics approach to solve business problems; Drives creation of final insights package and recommendations;...
419,Seattle,"Data Scientist, IMDb TV","Amazon.com Services, Inc.","Seattle, WA",Nothing found,Apply statistical and machine learning methods to solve business problems. Knowledge of cloud computing and AWS services is a plus....
420,Seattle,Data Scientist,HARMAN International,"Bellevue, WA",Nothing found,Prototype statistical analysis and modeling algorithms and apply these algorithms for data driven solutions to problems in new domains....
421,Seattle,"Research Analyst, People Analytics Research",Google,"Seattle, WA",Nothing found,Use data visualization to help communicate ideas. Experience analyzing data from surveys or experimental research....
422,Seattle,Data Scientist - Survey Methodology and Computational Social Science,Facebook,"Seattle, WA 98101 (Downtown area)",Nothing found,Marketing Science R&D is an interdisciplinary team of data scientists focused on research that improves measurement and ads delivery on our platform....
423,Seattle,Intern Data Scientist,"ExtraHop Networks, Inc.","Seattle, WA 98101 (Downtown area)",Nothing found,Employ a mix of manual and automated data analysis techniques to collect data and analyze the operational environment of the ExtraHop system....
424,Seattle,Research Intern – Applied Sciences Group,Microsoft,"Redmond, WA",Nothing found,"Camera optics, sensors, data pipeline and of course, developing and implementing the algorithms that make magic happen!..."
425,Seattle,"data scientist, Supply Chain - Seattle, WA",Starbucks,"Seattle, WA 98134 (Industrial Complex area)",Nothing found,"Performs exploratory data analysis, cleanses, massages, and aggregates data. Extracts data from various databases; Big data processing techniques, preferred...."
426,Seattle,Data Scientist,Seattle Cancer Care Alliance,"Seattle, WA",Nothing found,"Extensive experience in exploratory data analysis, feature engineering and data visualization. Strong data visualization skills...."
427,Seattle,DATA SCIENTIST,University of Washington,"Seattle, WA",Nothing found,"Data Scientists are expected to teach data science skills and methods through office hours, technical workshops, tutorials, and Incubator projects...."
428,Seattle,Economist - Causal Inference,Zillow Group,"Seattle, WA 98101 (Downtown area)",Nothing found,"Work closely with our applied scientists and engineers to productionalize models. You will develop a deep understanding of our mission, data sources, metrics...."
429,Seattle,Workforce Research & Data Analyst,City of Tacoma,"Tacoma, WA 98402 (Newtacoma area)","$82,035 - $105,165 a year",Professional expert in Workforce Research and Data Analysis. Visualizing HR data using a variety of visual software programs....
430,Seattle,Research Data Scientist,Facebook,"Redmond, WA",Nothing found,"As a Data Scientist at Facebook Reality Labs in Redmond, WA, you'll be tackling the most exciting challenges of informing the direction of AR/VR's future with..."
431,Seattle,Product Data Scientist,"Amazon.com Services, Inc.","Seattle, WA",Nothing found,5+ years of work experience in deep data analysis and/or data science in consumer behavior at scale. 5+ years experience in consumer Internet technologies....
432,Seattle,Data Scientist,TenPoint7,"Seattle, WA","Similar jobs pay $105,000 - $156,000 a year","TenPoint7 is hiring a Data Scientist in Seattle, US. As a Data Scientist, you will have the awesome opportunity to influence the growth and strategy of a US..."
433,Seattle,"Data Scientist, Analytics (Integrity)",Facebook,"Seattle, WA 98101 (Downtown area)","Similar jobs pay $96,000 - $142,000 a year","Facebook's mission is to give people the power to build community and bring the world closer together. Through our family of apps and services, we're building a..."
434,Seattle,Data Scientist,Outreach,"Seattle, WA","Similar jobs pay $104,000 - $154,000 a year",About The Team. Data is at the core of Outreach's strategy. It drives our customers and ourselves to the highest levels of success....
435,Seattle,Customer Solutions Data Scientist,Tableau,"Seattle, WA 98107 (Ballard area)","Similar jobs pay $112,000 - $165,000 a year",What you’ll be doing…. The Customer Solutions Data Scientist is responsible for working with business and operations partners to help transform customer data...
436,Seattle,Data Science Manager - Analytics,Textio,"Seattle, WA 98104","Similar jobs pay $102,000 - $150,000 a year","We believe that a great writing experience is fast, outcome-focused, and alive with your ideas. Going from start to finish on a document in three minutes...."
437,Seattle,Intern Data Scientist,"ExtraHop Networks, Inc.","Seattle, WA 98101 (Downtown area)","Similar jobs pay $104,000 - $153,000 a year",The ExtraHop platform is a novel approach to processing vast amounts of wire data in real-time. Want to join a collaborative team that builds solutions which...
438,Seattle,"Senior Data Scientist, Zillow Offers",Zillow Group,"Seattle, WA 98101 (Downtown area)",Nothing found,About the team. Zillow is looking for an extraordinary Data Scientist to join a growing team. Zillow is on a mission to give consumers certainty and control...
439,Seattle,Senior Data Scientist,Microsoft,"Bellevue, WA 98004 (Downtown area)",Nothing found,The Bing Local Search team located in Bellevue city center is responsible for building disruptive technologies and services to serve the user’s search intent...
440,Seattle,Data Scientist,Seattle Cancer Care Alliance,"Seattle, WA","Similar jobs pay $81,000 - $119,000 a year","The Seattle Cancer Care Alliance (SCCA), located in Seattle, Washington, is part of a dynamic collaboration among three organizations known nationally and..."
441,Seattle,Sr Data Scientist,Puget Sound Energy,"Bellevue, WA 98004 (Downtown area)",Nothing found,PSE's Customer Solutions team is looking for qualified candidates to fill an open Sr Data Scientist position! Data mining and management experience....
442,Seattle,CORE - Data Scientist,Logic20/20,"Seattle, WA 98115 (Wedgwood area)","$127,000 - $188,000 a year (Indeed est.)",Data Scientist. Collaborate with other data scientists and stakeholders on projects. Experience building data pipelines....
443,Seattle,DATA SCIENTIST,University of Washington,"Seattle, WA","$82,000 - $121,000 a year (Indeed est.)","Data Scientists are expected to teach data science skills and methods through office hours, technical workshops, tutorials, and Incubator projects...."
444,Seattle,Data Scientist - Nationwide Opportunities,"Amazon Web Services, Inc.","Seattle, WA",Nothing found,"Our Data Scientists can live in any location that has an AWS office. Work with our Professional Services Big Data consultants to analyze, extract, normalize,..."
445,Seattle,Data Coordinator I,Fred Hutchinson Cancer Research Center,"Seattle, WA 98109 (Westlake area)",Nothing found,Identifies missing data and corrects deficiencies. Clinical data collection or related experience preferred....
446,Seattle,Data Scientist- Sustainability,"Amazon.com Services, Inc.","Seattle, WA",Nothing found,"We're looking for an experienced, self-driven, analytical, and creative Data Scientist to drive state-of-the-art solutions for WW Packaging team...."
447,Seattle,UX Data Scientist,Qualtrics,"Seattle, WA","$98,000 - $145,000 a year (Indeed est.)","As the Data Scientist on the Experience Research Team you will bring the power of our data to Qualtrics, itself. You love turning data into insights...."
448,Seattle,Research Data Scientist,Facebook,"Redmond, WA","$91,000 - $135,000 a year (Indeed est.)","As a Data Scientist at Facebook Reality Labs in Redmond, WA, you'll be tackling the most exciting challenges of informing the direction of AR/VR's future with..."
449,Seattle,CONTRACT - Data Scientist (NTD),Nintendo of America Inc.,"Redmond, WA 98052","$89,000 - $131,000 a year (Indeed est.)",We seek a talented data scientist to help develop digital marketing solutions for Nintendo. Develop statistical algorithms for large data sets....
450,Seattle,"Data Scientist, Analytics (Integrity)",Facebook,"Seattle, WA 98101 (Downtown area)","$96,000 - $142,000 a year (Indeed est.)","Data Infrastructure. The Data Scientist, Analytics (Integrity) role has work across the following four areas:...."
451,Seattle,"lead data scientist, Data & Measurement Sciences, SSC - Seattle, WA",Starbucks,"Seattle, WA",Nothing found,"As a Lead, Data Scientist, you will…. Extracts data from various data sources and performs exploratory data analysis, cleanses, wrangles, and transforms data...."
452,Seattle,Research Scientist II,Seattle Children's - Jack R MacDonald Building,"Seattle, WA 98101 (Downtown area)",Nothing found,"The Research Scientist II will develop scientific skills as appropriate for this level of training position, and carry out research/development activities in..."
453,Seattle,Computer Scientist,Federal Bureau of Investigation,"Seattle, WA 98101 (Downtown area)",Nothing found,"Assist in the development and use of basic computing environments for analysis of digital data. Use, troubleshoot and modify existing tools and methods to..."
454,Seattle,Data Scientist,Seattle Cancer Care Alliance,"Seattle, WA","$81,000 - $119,000 a year (Indeed est.)","Extensive experience in exploratory data analysis, feature engineering and data visualization. Strong data visualization skills...."
455,Seattle,"Data Scientist - Online Safety, Security",Facebook,"Seattle, WA 98101 (Downtown area)","$97,000 - $142,000 a year (Indeed est.)","We're looking for a Data Scientist to help us get a deep understanding of how these groups of people use Facebook, analyze current safety trends and develop..."
456,Seattle,UX Data Scientist,Qualtrics,"Seattle, WA","$98,000 - $145,000 a year (Indeed est.)","As the Data Scientist on the Experience Research Team you will bring the power of our data to Qualtrics, itself. You love turning data into insights...."
457,Seattle,Research Scientist IV,Seattle Children's - 307 Westlake,"Seattle, WA 98109 (Westlake area)",Nothing found,"Analyze and interpret data. Responsible to plan, design and execute research development activities in support of funded research projects...."
458,Seattle,"Data Scientist I-III, Spatial Single-Cell RNA Sequencing",Fred Hutchinson Cancer Research Center,"Seattle, WA 98109 (Westlake area)","$98,000 - $145,000 a year (Indeed est.)","The data scientist may also support some projects more broadly, creating workflows and analyses that also include data sets generated outside of the iLab,..."
459,Seattle,Data Scientist,Outreach,"Seattle, WA","$104,000 - $154,000 a year (Indeed est.)",Data is at the core of Outreach's strategy. The mission of the Data Science team is to accelerate the success of our internal and external customers through...
460,Seattle,Data Scientist - Connections,"Amazon.com Services, Inc.","Seattle, WA",Nothing found,"Additionally, you should be comfortable with making independent decisions about qualitative study conduct, including determinations of sample size/saturation,..."
461,Seattle,Network Quantitative Engineer,Facebook,"Seattle, WA 98101 (Downtown area)",Nothing found,"Build cross-functional relationships with Data Scientists, Network Planners, Software Engineers and Network Engineers to understand their data needs...."
462,Seattle,Institutional Research Analyst,Green River Community College,"Auburn, WA 98092","$68,000 a year","Extract data from various internal and external sources (e.g., data warehouse, student management system, IPEDS, National Student Clearinghouse, etc.)...."
463,Seattle,User Experience Researcher,Redfin,"Seattle, WA 98121 (Belltown area)",Nothing found,"Efficiently analyze qualitative data, and in some cases quantitative data. We work closely with Design and Product Management, as well as Market Research and..."
464,Seattle,"Data Scientist, IMDb TV","Amazon.com Services, Inc.","Seattle, WA",Nothing found,"We are seeking a Data Scientist to design, evangelize, and implement solutions to address complex, business questions using advanced statistical techniques,..."
465,Seattle,Research Data Scientist,Booz Allen Hamilton,"Junction, WA",Nothing found,"As a data scientist, you can turn these complex data sets into useful information to solve global challenges...."
466,Seattle,Bioinformatics Analyst I,Fred Hutchinson Cancer Research Center,"Seattle, WA 98109 (Westlake area)",Nothing found,"Analysis of large, complex genome, epigenome or transcriptome data. Experience with analyzing sequencing data is considered a strong asset...."
467,Seattle,Data Scientist,HARMAN International,"Bellevue, WA",Nothing found,Understanding of Data Warehouse fundamentals. Hands-on in SQL and experienced in working with RDBMS for data extraction and data read/write....
468,Seattle,"Researcher, HIV-TB-Select Infectious Diseases",Institute for Health Metrics and Evaluation - Facu...,"Seattle, WA",Nothing found,"Extract data from various sources and databases. Knowledge of machine learning, data mining, and analytic techniques...."
469,Seattle,"Operations Lead, Data Analytics",The Climate Corporation,"Seattle, WA",Nothing found,"The Data and Analytics team is focused on creating competitive advantage for Climate and our customers through novel data infrastructure, metrics, insights and..."
470,Seattle,Data Scientist,Beyondsoft Consulting,"Redmond, WA",Nothing found,"Our services include end-to-end support for cloud, digital, data analytics, multi-language translation, and testing...."
471,Seattle,UX Data Scientist,Qualtrics,"Seattle, WA",Nothing found,"As the Data Scientist on the Experience Research Team you will bring the power of our data to Qualtrics, itself. You love turning data into insights...."
472,Seattle,Data Scientist,"ExtraHop Networks, Inc.","Seattle, WA 98101 (Downtown area)",Nothing found,Employ a mix of manual and automated data analysis techniques to collect data and analyze the operational environment of the ExtraHop system....
473,Seattle,Data Lab Architect,"Amazon Web Services, Inc.","Seattle, WA",Nothing found,"Demonstrated industry leadership in the fields of Database and/or Data Warehousing, Data Sciences and Big Data processing...."
474,Seattle,"Data Scientist, Prime Video","Amazon.com Services, Inc.","Seattle, WA",Nothing found,On our team you will work with a diverse scientific team including computer scientists and economists as well as other data scientist to build statistical...
475,Seattle,"Sr. Data Scientist, Music Analytics","Amazon.com Services, Inc.","Seattle, WA",Nothing found,"As a successful data scientist at Amazon Music, you will learn to understand the streaming music industry and the meanings of data across Marketing, Product,..."
476,Seattle,CORE - Data Scientist,Logic20/20,"Seattle, WA 98115 (Wedgwood area)",Nothing found,"Collaborate with other data scientists and stakeholders on projects. Experience in marketing analytics, attribution modeling, or click-stream data analysis...."
477,Seattle,Data Scientist Technical Lead,Google,"Seattle, WA",Nothing found,"10 years of relevant experience in data analysis or related field as a Statistician, Data Scientist, Computational Biologist, or Bioinformatician...."
478,Seattle,IMAGING DATA SCIENTIST,University of Washington,"Seattle, WA",Nothing found,"Data Analysis/Reporting, Data Presentation, and Scientific Manuscript Writing:. The Imaging Data Scientist will work highly independently with regular oversight..."
479,Seattle,"Sr. Associate, Data Scientist",KPMG,"Seattle, WA 98101 (Downtown area)",Nothing found,"Minimum of two years of experience leading work streams with at least two data scientists, engineers, and other data & analytics professionals, including..."
480,Seattle,"Data Scientist I-III, Spatial Single-Cell RNA Sequencing",Fred Hutchinson Cancer Research Center,"Seattle, WA 98109 (Westlake area)",Nothing found,"The data scientist may also support some projects more broadly, creating workflows and analyses that also include data sets generated outside of the iLab,..."
481,Seattle,Senior Data Scientist,Quantcast,"Seattle, WA",Nothing found,"Experience with designing,analyzing and troubleshooting controlled experiments (causal A/B tests, multivariate tests)...."
482,Seattle,Data Scientist,eBay Inc.,"Bellevue, WA","Similar jobs pay $94,000 - $139,000 a year","Work with data scientists, engineers, and cross functional teams to produce end-to-end production-ready solutions. Familiarity with Hadoop is a must...."
483,Seattle,"Software Development Engineer, Personalization & Discovery, Data Science, Machine Learning",Amazon Services LLC,"Seattle, WA",Nothing found,"Bachelor’s Degree in Computer Science or related field. We imagine, build prototypes, validate ideas, and launch follow-up experiments from the successful ones...."
484,Seattle,Data Scientist II,Amazon Services LLC,"Seattle, WA",Nothing found,Drive process improvement and standardization. Organize and structure large data sets. Analyze data and present information to support decision making....
485,Seattle,"Data Scientist II, Healthcare AI",Microsoft,"Redmond, WA","Similar jobs pay $106,000 - $156,000 a year",Demonstrable experience with NLP applications. Demonstrated proficiency in one of the following:. Experience with one or more of the following computing...
486,Seattle,Data Scientist- Sustainability,"Amazon.com Services, Inc.","Seattle, WA",Nothing found,"Experience with AWS features (S3, Redshift) is a plus. Use statistical and machine learning techniques to create scalable solutions for business problems...."
487,Seattle,Applied Scientist II,Microsoft,"Bellevue, WA 98004 (Downtown area)",Nothing found,"Large scale and distributed computing, and programming with scripting languages. Or 3+ years experience in software development skills and aptitude for software..."
488,Seattle,"Software Development Engineer - Machine Learning, Data Science, Distributed Systems, Full-Stack Oppotunities","Amazon.com Services, Inc.","Seattle, WA",Nothing found,"Experience working in Big Data and AWS Technologies. A willingness to dive deep, experiment rapidly and get things done...."
489,Seattle,Data Scientist II,Cambia Health,"Seattle, WA","Similar jobs pay $103,000 - $152,000 a year","Research, design, develop, and implement data driven solutions using machine learning technologies and advanced statistical methods...."
490,Seattle,"Machine Learning Engineer – Natural Language Processing, Deep Learning",DocuSign,"Seattle, WA 98101 (Downtown area)",Nothing found,Demonstrated Experience with text-based Deep Learning. You will prototype and integrate machine learning models that deliver more personalized and automated...
491,Seattle,CTMS Data Analyst,Fred Hutchinson Cancer Research Center,"Seattle, WA 98109 (Westlake area)",Nothing found,Create and maintain data migration design document. Develop QC tools that help validate data has been migrated correctly into the CTMS....
492,Seattle,Institutional Research Analyst,Green River Community College,"Auburn, WA 98092","$68,000 a year",Master's degree from an accredited institution. Assist in developing survey instruments and interview/focus group protocols....
493,Seattle,Research Analyst,Edelman,"Seattle, WA 98109 (Westlake area)",Nothing found,"You’re setup for success if:. Contributing to research projects from start to finish, keeping the project on time and best serving client needs...."
494,Seattle,"Associate, Data & Analytics Modeler Machine Learning - FS",KPMG,"Seattle, WA 98101 (Downtown area)",Nothing found,"Provide assistance, and resolve problems, using solid problem-solving skills, verbal/written communication, and data visualizations...."
495,Seattle,Senior Data Scientist,Quantcast,"Seattle, WA",Nothing found,"Experience with designing,analyzing and troubleshooting controlled experiments (causal A/B tests, multivariate tests)...."
496,Seattle,Research Project Interviewer I,Fred Hutchinson Cancer Research Center,"Seattle, WA 98109 (Westlake area)",Nothing found,Data enter and verify completed data material. Excellent verbal and written communication skills. Ability to read and follow written instructions....
497,Seattle,Business Intelligence Engineer,"Amazon.com Services, Inc.","Seattle, WA",Nothing found,"Experience building/operating highly available, distributed systems of data extraction, ingestion, and processing of large data sets...."
498,Seattle,Data Scientist,eBay Inc.,"Bellevue, WA","Similar jobs pay $94,000 - $139,000 a year","Work with data scientists, engineers, and cross functional teams to produce end-to-end production-ready solutions. Familiarity with Hadoop is a must...."
499,Seattle,"Software Development Engineer, Personalization & Discovery, Data Science, Machine Learning",Amazon Services LLC,"Seattle, WA",Nothing found,"Bachelor’s Degree in Computer Science or related field. We imagine, build prototypes, validate ideas, and launch follow-up experiments from the successful ones...."
500,Seattle,Data Scientist II,Amazon Services LLC,"Seattle, WA",Nothing found,Drive process improvement and standardization. Organize and structure large data sets. Analyze data and present information to support decision making....
501,Los+Angeles,Jr. Data Scientist,Children's Hospital Los Angeles,"Glendale, CA 91203",Nothing found,"Data visualization; With supervision from senior technical members of the team, the Junior Data Scientist conducts research in medical applications of data..."
502,Los+Angeles,Data Scientist,GOAT,"Los Angeles, CA",Nothing found,"Our Data Science team supports many vital tasks around the company including authentication, personalization, fraud detection, business development, operations,..."
503,Los+Angeles,"Data Scientist, Research & Statistics",Tala,"Santa Monica, CA",Nothing found,"3+ years of relevant analytical work experience in analyzing large, multi-dimensional data sets and synthesizing data insights into actionable recommendations...."
504,Los+Angeles,Associate Data Scientist,Direct-to-Consumer and International,"Burbank, CA",Nothing found,With at least 3 years of professional work experience as a data scientist will be considered. The Associate Data Scientist is expected to work closely with...
505,Los+Angeles,Data Scientist,Children's Hospital Los Angeles,"Glendale, CA 91203",Nothing found,The Data Scientist conducts research in medical applications of data science by applying techniques and models from machine learning and computational...
506,Los+Angeles,Data Scientist,AvantStay,"Los Angeles, CA","$80,000 - $100,000 a year","A Data Scientist who can partner with the business to provide business intelligence from understanding what’s going on, identifying the right data, conducting..."
507,Los+Angeles,Data Scientist,Munchkin Inc,"Los Angeles, CA",Nothing found,"As a Data Scientist, you will have direct responsibility of creating statistical models that drive forecasts on a Customer/SKU level...."
508,Los+Angeles,Data Scientist,Tala,"Santa Monica, CA",Nothing found,"We are looking for a Data Scientist interested in solving one of the world's largest problems:. Leverage a unique, diverse, and deep data set to find..."
